#Identifiant_du_site;Libellé_du_site;Caractéristique_du_site;Site_Acores_de_rattachement;Adresse;Complément_d_adresse;Lieu_dit;Code_postal;Localité;Code_INSEE;Pays;Latitude;Longitude;Précision_du_géocodage;Numéro_de_téléphone;latlong
12269A;VIELLE AURE BP;Bureau de Poste;;LE BOURG;;;65170;VIELLE AURE;65465;FRANCE;42.829448;0.327815;Géocodé au numéro;3631;42.829448, 0.327815
12274A;TARBES PRADEAU;Bureau de Poste;;2 RUE GASTON DREYT;;;65000;TARBES;65440;FRANCE;43.232392;0.065027;Géocodé au numéro;3631;43.232392, 0.065027
12284A;ALENYA BP;Bureau de Poste;;AVENUE JEAN JAURES;;;66200;ALENYA;66002;FRANCE;42.640184;2.981155;Géocodé au numéro;3631;42.640184, 2.981155
12287A;ANGOUSTRINE VILLENEUVE AP;Agence postale communale;12378A;2 RUE DU CARLIT;;;66760;ANGOUSTRINE VILLENEUVE ESCALDES;66005;FRANCE;42.483897;1.960789;Géocodé au milieu de la rue;3631;42.483897, 1.960789
12295A;BANYULS SUR MER BP;Bureau de Poste;;AVENUE GENERAL DE GAULLE;;;66650;BANYULS SUR MER;66016;FRANCE;42.48071;3.12931;Géocodé au numéro;3631;42.48071, 3.12931
12317A;COLLIOURE BP;Bureau de Poste;;1 RUE DE LA REPUBLIQUE;;;66190;COLLIOURE;66053;FRANCE;42.525752;3.083124;Géocodé au numéro;3631;42.525752, 3.083124
12319A;CORBERE LES CABANES BP;Bureau de Poste;;11 RUE POMAROLA;;;66130;CORBERE LES CABANES;66056;FRANCE;42.65799;2.675416;Géocodé au numéro;3631;42.65799, 2.675416
12320A;CORNEILLA DE CONFLENT AP;Agence postale communale;12378A;CAMI DE LA TORRE;2 CHEMIN DE LA TOUR;;66820;CORNEILLA DE CONFLENT;66057;FRANCE;42.565693;2.380499;Géocodé au centre de la commune;3631;42.565693, 2.380499
12330A;ESPIRA DE L AGLY BP;Bureau de Poste;;3 RUE THIERS;;;66600;ESPIRA DE L AGLY;66069;FRANCE;42.7776;2.835157;Géocodé au numéro;3631;42.7776, 2.835157
12337A;FORMIGUERES BP;Bureau de Poste;;14 PLACE DE L EGLISE;;;66210;FORMIGUERES;66082;FRANCE;42.613904;2.102917;Géocodé au numéro;3631;42.613904, 2.102917
12345A;LLAURO AP;Agence postale communale;12414A;RUE DES CERISIERS;;;66300;LLAURO;66099;FRANCE;42.548999;2.74342;Géocodé au centre de la commune;3631;42.548999, 2.74342
12346A;MARQUIXANES AP;Agence postale communale;12378A;1 PLACE DE LA POSTE;;;66320;MARQUIXANES;66103;FRANCE;42.64067;2.484524;Géocodé au numéro;3631;42.64067, 2.484524
12347A;MATEMALE AP;Agence postale communale;12378A;29 RUE PONT DE L AUDE;;;66210;MATEMALE;66105;FRANCE;42.586798;2.117038;Géocodé au milieu de la rue;3631;42.586798, 2.117038
12350A;MILLAS BP;Bureau de Poste;;2 RUE DE LA POSTE;;;66170;MILLAS;66108;FRANCE;42.692597;2.695875;Géocodé au numéro;3631;42.692597, 2.695875
12373A;PIA BP;Bureau de Poste;;12 AVENUE DU MARECHAL JOFFRE;;;66380;PIA;66141;FRANCE;42.74461;2.919;Géocodé au numéro;3631;42.74461, 2.919
12375A;PONTEILLA BP;Bureau de Poste;;29 AVENUE DE PERPIGNAN;;;66300;PONTEILLA;66145;FRANCE;42.625644;2.813998;Géocodé au numéro;3631;42.625644, 2.813998
12379A;PRATS DE MOLLO LA PRESTE BP;Bureau de Poste;;RUE DE LA POSTE;;;66230;PRATS DE MOLLO LA PRESTE;66150;FRANCE;42.403697;2.479785;Géocodé au centre de la commune;3631;42.403697, 2.479785
12380A;PRATS DE SOURNIA AP;Agence postale communale;12339A;18 RUE BALCON DU FENOUILLEDES;;;66730;PRATS DE SOURNIA;66151;FRANCE;42.744893;2.4597;Géocodé au milieu de la rue;3631;42.744893, 2.4597
12384A;RODES AP;Agence postale communale;12378A;CARRER GRAN;;;66320;RODES;66165;FRANCE;42.655994;2.559861;Géocodé au milieu de la rue;3631;42.655994, 2.559861
12389A;SAINT ESTEVE;Bureau de Poste;;13 B AVENUE DU MARECHAL JOFFRE;;;66240;ST ESTEVE;66172;FRANCE;42.710842;2.842987;Géocodé au numéro;3631;42.710842, 2.842987
12390A;SAINT FELIU D AMONT BP;Bureau de Poste;;4 CARRER DELS HORTS;;;66170;ST FELIU D AMONT;66173;FRANCE;42.686493;2.723372;Géocodé au numéro;3631;42.686493, 2.723372
12403A;SALSES LE CHATEAU BP;Bureau de Poste;;9 PLACE DE LA REPUBLIQUE;;;66600;SALSES LE CHATEAU;66190;FRANCE;42.833232;2.918805;Géocodé au numéro;3631;42.833232, 2.918805
12405A;SERRALONGUE AP;Agence postale communale;12315A;;;;66230;SERRALONGUE;66194;FRANCE;42.397698;2.555242;Géocodé au milieu de la rue;3631;42.397698, 2.555242
12406A;LE SOLER BP;Bureau de Poste;;PLACE DE LA REPUBLIQUE;;;66270;LE SOLER;66195;FRANCE;42.682298;2.794051;Géocodé au milieu de la rue;3631;42.682298, 2.794051
12409A;TAUTAVEL BP;Bureau de Poste;;3 RUE TORCATIS;;;66720;TAUTAVEL;66205;FRANCE;42.814392;2.745476;Géocodé au milieu de la rue;3631;42.814392, 2.745476
12410A;LE TECH AP;Agence postale communale;12315A;RUE ROUTE ROYALE;;;66230;LE TECH;66206;FRANCE;42.410595;2.543709;Géocodé au milieu de la rue;3631;42.410595, 2.543709
12418A;TROUILLAS AP;Agence postale communale;12414A;1 AVENUE DU CANIGOU;;;66300;TROUILLAS;66217;FRANCE;42.610997;2.808152;Géocodé au milieu de la rue;3631;42.610997, 2.808152
12420A;VERNET LES BAINS BP;Bureau de Poste;;9 PROMENADE DU CADY;;;66820;VERNET LES BAINS;66222;FRANCE;42.546743;2.388269;Géocodé au numéro;3631;42.546743, 2.388269
12423A;VILLELONGUE DELS MONTS BP;Bureau de Poste;;RUE DE LA POSTE;;;66740;VILLELONGUE DELS MONTS;66225;FRANCE;42.526387;2.903125;Géocodé au numéro;3631;42.526387, 2.903125
12428A;VINCA BP;Bureau de Poste;;17 AVENUE GENERAL DE GAULLE;GROUPE PIERRE GIPULO;;66320;VINCA;66230;FRANCE;42.644784;2.529225;Géocodé au numéro;3631;42.644784, 2.529225
12431A;PERPIGNAN REPUBLIQUE BP;Bureau de Poste;;2 RUE LOUIS CAULAS;;;66000;PERPIGNAN;66136;FRANCE;42.698097;2.895449;Géocodé au numéro;3631;42.698097, 2.895449
12446A;PERPIGNAN ST JACQUES BP;Bureau de Poste;;PLACE FONTAINE NEUVE;;;66000;PERPIGNAN;66136;FRANCE;42.6975;2.899766;Géocodé au numéro;3631;42.6975, 2.899766
12447A;PERPIGNAN MAJORQUE AP;Agence postale communale;12369A;39 RUE DES ROIS DE MAJORQUE;;;66000;PERPIGNAN;66136;FRANCE;42.695291;2.894485;Géocodé au numéro;3631;42.695291, 2.894485
12452A;PERPIGNAN BERANGER AP;Agence postale communale;12369A;4 RUE BERANGER;;;66020;PERPIGNAN;66136;FRANCE;42.695197;2.881469;Géocodé au numéro;3631;42.695197, 2.881469
12459A;AMELIE LES BAINS PALALDA AP;Agence postale communale;12315A;;;RUE GENERAL DE GAULLE;66110;AMELIE LES BAINS PALALDA;66003;FRANCE;42.481093;2.679205;Géocodé au centre de la commune;3631;42.481093, 2.679205
12464A;PERPIGNAN LE VERNET POLYGONE;Bureau de Poste;;75 AVENUE PAUL GAUGUIN;;;66000;PERPIGNAN;66136;FRANCE;42.718397;2.889786;Géocodé au numéro;3631;42.718397, 2.889786
12467A;ACHENHEIM AP;Agence postale communale;12715A;7 RUE DES TILLEULS;;;67204;ACHENHEIM;67001;FRANCE;48.582298;7.62838;Géocodé au milieu de la rue;3631;48.582298, 7.62838
12468A;ADAMSWILLER RP;Relais poste commerçant;12647A;42 RUE PRINCIPALE;BOULANGERIE FRITSCH;;67320;ADAMSWILLER;67002;FRANCE;48.903634;7.200904;Géocodé au numéro;3631;48.903634, 7.200904
12471A;STRASBOURG 22 NOVEMBRE;Bureau de Poste;;3A RUE DU 22 NOVEMBRE;;;67000;STRASBOURG;67482;FRANCE;48.582693;7.741798;Géocodé au numéro;3631;48.582693, 7.741798
12478A;BEINHEIM RP;Relais poste commerçant;12694A;25 RUE PRINCIPALE;;;67930;BEINHEIM;67025;FRANCE;48.864562;8.085319;Géocodé au numéro;3631;48.864562, 8.085319
12485A;BISCHWILLER BP;Bureau de Poste;;53 RUE GEORGES CLEMENCEAU;;;67240;BISCHWILLER;67046;FRANCE;48.766898;7.856039;Géocodé au numéro;3631;48.766898, 7.856039
12486A;STRASBOURG PARLEMENT EUROPEEN BP;Bureau de Poste;;ALLEE DU PRINTEMPS;;;67000;STRASBOURG;67482;FRANCE;48.597563;7.76831;Géocodé au numéro;3631;48.597563, 7.76831
12491A;BOUXWILLER;Bureau de Poste;;8 PLACE DU CHATEAU;;;67330;BOUXWILLER;67061;FRANCE;48.825444;7.48253;Géocodé au numéro;3631;48.825444, 7.48253
12495A;CHATENOIS BP;Bureau de Poste;;3 RUE DU MARECHAL FOCH;;;67730;CHATENOIS;67073;FRANCE;48.275865;7.400622;Géocodé au numéro;3631;48.275865, 7.400622
12504A;DINSHEIM SUR BRUCHE RP;Relais poste commerçant;12584A;2 RUE DE MUHLBACH;TABAC RUDLOFF;;67190;DINSHEIM SUR BRUCHE;67098;FRANCE;48.542571;7.426978;Géocodé au numéro;3631;48.542571, 7.426978
12505A;DORLISHEIM RP;Relais poste commerçant;12584A;1 RUE MERCURE;;;67120;DORLISHEIM;67101;FRANCE;48.524826;7.486615;Géocodé au numéro;3631;48.524826, 7.486615
12508A;DRULINGEN BP;Bureau de Poste;;56 RUE DU GENERAL LECLERC;;;67320;DRULINGEN;67105;FRANCE;48.869041;7.186967;Géocodé au numéro;3631;48.869041, 7.186967
12511A;DUPPIGHEIM AP;Agence postale communale;12584A;48 RUE DU GENERAL DE GAULLE;;;67120;DUPPIGHEIM;67108;FRANCE;48.5281;7.589292;Géocodé au numéro;3631;48.5281, 7.589292
12513A;DUTTLENHEIM RP;Relais poste commerçant;12584A;15 RUE DE LA GARE;;;67120;DUTTLENHEIM;67112;FRANCE;48.527813;7.56764;Géocodé au numéro;3631;48.527813, 7.56764
12534A;GOERSDORF AP;Agence postale communale;12694A;162 BIS RUE DU TIR;MAIRIE;;67360;GOERSDORF;67160;FRANCE;48.951895;7.766517;Géocodé au centre de la commune;3631;48.951895, 7.766517
12535A;GOUGENHEIM AP;Agence postale communale;12494A;2 PLACE DE LA LIBERATION;;;67270;GOUGENHEIM;67163;FRANCE;48.701393;7.566199;Géocodé au milieu de la rue;3631;48.701393, 7.566199
12538A;GRESSWILLER RP;Relais poste commerçant;12584A;23 RUE DU GAL DE GAULLE;RESTAURANT TABAC LA VIGNETTE;;67190;GRESSWILLER;67168;FRANCE;48.534896;7.430732;Géocodé au numéro;3631;48.534896, 7.430732
12541A;GUMBRECHTSHOFFEN RP;Relais poste commerçant;12694A;51 RUE PRINCIPALE;TABAC SIMON;;67110;GUMBRECHTSHOFFEN;67174;FRANCE;48.905778;7.631398;Géocodé au numéro;3631;48.905778, 7.631398
12542A;GUNDERSHOFFEN BP;Bureau de Poste;;46 GRAND RUE;;;67110;GUNDERSHOFFEN;67176;FRANCE;48.906849;7.659083;Géocodé au numéro;3631;48.906849, 7.659083
12548A;HERBITZHEIM AP;Agence postale communale;12647A;3 RUE DE KALHAUSEN;HERBITZHEIM AP;;67260;HERBITZHEIM;67191;FRANCE;49.015193;7.085967;Géocodé au centre de la commune;3631;49.015193, 7.085967
12552A;HAGUENAU BARBEROUSSE BP;Bureau de Poste;;4 COURS DE LA DECAPOLE;;;67500;HAGUENAU;67180;FRANCE;48.815595;7.789929;Géocodé au numéro;3631;48.815595, 7.789929
12556A;HOERDT BP;Bureau de Poste;;28 RUE DE LA WANTZENAU;;;67720;HOERDT;67205;FRANCE;48.6977;7.786252;Géocodé au numéro;3631;48.6977, 7.786252
12561A;ILLKIRCH GRAFFENSTADEN;Bureau de Poste;;10A ALLEE FRANCOIS MITTERRAND;LE CENTR ILL;;67400;ILLKIRCH GRAFFENSTADEN;67218;FRANCE;48.527497;7.70893;Géocodé au numéro;3631;48.527497, 7.70893
12562A;INGWILLER BP;Bureau de Poste;;37 ROUTE DE BOUXWILLER;;;67340;INGWILLER;67222;FRANCE;48.865532;7.473305;Géocodé au milieu d un îlot;3631;48.865532, 7.473305
12565A;KESKASTEL RP;Relais poste commerçant;12647A;42 RUE DE LA LIBERATION;;;67260;KESKASTEL;67234;FRANCE;48.972148;7.044023;Géocodé au numéro;3631;48.972148, 7.044023
12570A;KURTZENHOUSE AP;Agence postale communale;12494A;29 RUE PRINCIPALE;;;67240;KURTZENHOUSE;67252;FRANCE;48.73936;7.806481;Géocodé au numéro;3631;48.73936, 7.806481
12576A;LINGOLSHEIM BP;Bureau de Poste;;54 RUE DU MARECHAL FOCH;;;67380;LINGOLSHEIM;67267;FRANCE;48.558594;7.686618;Géocodé au numéro;3631;48.558594, 7.686618
12578A;MARCKOLSHEIM BP;Bureau de Poste;;5 RUE DE L HOTEL DE VILLE;;;67390;MARCKOLSHEIM;67281;FRANCE;48.1642;7.545007;Géocodé au numéro;3631;48.1642, 7.545007
12584A;MOLSHEIM;Bureau de Poste;;10 AVENUE DE LA GARE;;;67120;MOLSHEIM;67300;FRANCE;48.539404;7.493807;Géocodé au numéro;3631;48.539404, 7.493807
12595A;NIEDERBRONN LES BAINS BP;Bureau de Poste;;6 RUE CLEMENCEAU;;;67110;NIEDERBRONN LES BAINS;67324;FRANCE;48.950726;7.641869;Géocodé au numéro;3631;48.950726, 7.641869
12596A;NIEDERHASLACH RP;Relais poste commerçant;12584A;1 RUE DE LA RIVIERE;BOULANGERIE PATISSERIE DU NIDECK;;67280;NIEDERHASLACH;67325;FRANCE;48.542585;7.341839;Géocodé au numéro;3631;48.542585, 7.341839
12605A;OBERHASLACH RP;Relais poste commerçant;12584A;8 RUE DU NIDECK;;;67280;OBERHASLACH;67342;FRANCE;48.549522;7.331279;Géocodé au numéro;3631;48.549522, 7.331279
12617A;OSTHOUSE RP;Relais poste commerçant;12561A;8 RUE DES PIERRES;TABAC PRESSE PETRY;;67150;OSTHOUSE;67364;FRANCE;48.402155;7.640249;Géocodé au numéro;3631;48.402155, 7.640249
12618A;OSTWALD BP;Bureau de Poste;;70 RUE DU GENERAL LECLERC;;;67540;OSTWALD;67365;FRANCE;48.550397;7.710816;Géocodé au numéro;3631;48.550397, 7.710816
12622A;PFAFFENHOFFEN BP;Bureau de Poste;;3 B RUE DE LA GARE;;;67350;PFAFFENHOFFEN;67372;FRANCE;48.84478;7.613932;Géocodé au numéro;3631;48.84478, 7.613932
12623A;PLOBSHEIM BP;Bureau de Poste;;6 RUE DU MOULIN;;;67115;PLOBSHEIM;67378;FRANCE;48.470119;7.725857;Géocodé au numéro;3631;48.470119, 7.725857
12632A;RITTERSHOFFEN AP;Agence postale communale;12694A;PLACE ANNE FRANCK NEUMANN;;;67690;RITTERSHOFFEN;67404;FRANCE;48.903599;7.95433;Géocodé au centre de la commune;3631;48.903599, 7.95433
12638A;ROTHAU BP;Bureau de Poste;;3 RUE DE LA GARE;;;67570;ROTHAU;67414;FRANCE;48.458099;7.20813;Géocodé au numéro;3631;48.458099, 7.20813
12639A;ROTHBACH RP;Relais poste commerçant;12491A;1 RUE DE BISCHOLTZ;;;67340;ROTHBACH;67415;FRANCE;48.905688;7.52953;Géocodé au numéro;3631;48.905688, 7.52953
04071A;BEAUMONT BP;Bureau de Poste;;01 PLACE CENTRALE;;;24440;BEAUMONT DU PERIGORD;24028;FRANCE;44.768985;0.767762;Géocodé au numéro;3631;44.768985, 0.767762
04073A;BEAUREGARD AP;Agence postale communale;04279A;;;LE  BOURG;24120;BEAUREGARD DE TERRASSON;24030;FRANCE;45.148056;1.228479;Géocodé au numéro;3631;45.148056, 1.228479
04074A;BELVES BP;Bureau de Poste;;8 RUE DE LA BRECHE;;;24170;BELVES;24035;FRANCE;44.776622;1.007981;Géocodé au numéro;3631;44.776622, 1.007981
04078A;BOUNIAGUES AP;Agence postale communale;04075A;LE BOURG;;;24560;BOUNIAGUES;24054;FRANCE;44.758734;0.526125;Géocodé au numéro;3631;44.758734, 0.526125
04081A;BROUCHAUD AP;Agence postale communale;04279A;;;;24210;BROUCHAUD;24066;FRANCE;45.205888;0.997585;Géocodé au numéro;3631;45.205888, 0.997585
04083A;LE BUISSON DE CADOUIN BP;Bureau de Poste;;PLACE DU FOIRAIL;;;24480;LE BUISSON DE CADOUIN;24068;FRANCE;44.84508;0.90867;Géocodé au numéro;3631;44.84508, 0.90867
04093A;CARSAC AILLAC BP;Bureau de Poste;;LIEU DIT LA TAVERNERIE;;;24200;CARSAC AILLAC;24082;FRANCE;44.840695;1.275311;Géocodé au numéro;3631;44.840695, 1.275311
04114A;CHATRES AP;Agence postale communale;04279A;;;;24120;CHATRES;24116;FRANCE;45.184297;1.19594;Géocodé au centre de la commune;3631;45.184297, 1.19594
04121A;CORGNAC SUR L ISLE AP;Agence postale communale;04281A;LE BOURG;;;24800;CORGNAC SUR L ISLE;24134;FRANCE;45.376129;0.948823;Géocodé au numéro;3631;45.376129, 0.948823
04126A;COUX ET BIGAROQUE AP;Agence postale communale;04230A;;;LE  BOURG;24220;COUX ET BIGAROQUE;24142;FRANCE;44.834097;0.972796;Géocodé au centre de la commune;3631;44.834097, 0.972796
04132A;DOUVILLE AP;Agence postale communale;04174A;LE BOURG;MAIRIE;;24140;DOUVILLE;24155;FRANCE;44.998396;0.5855;Géocodé au centre de la commune;3631;44.998396, 0.5855
04142A;LE FLEIX BP;Bureau de Poste;;LIEU DIT LE BOURG;;;24130;LE FLEIX;24182;FRANCE;44.874961;0.243976;Géocodé au numéro;3631;44.874961, 0.243976
04143A;FOSSEMAGNE AP;Agence postale communale;04279A;;;;24210;FOSSEMAGNE;24188;FRANCE;45.127599;0.985058;Géocodé au centre de la commune;3631;45.127599, 0.985058
04146A;GINESTET AP;Agence postale communale;04191A;LE BOURG;;;24130;GINESTET;24197;FRANCE;44.909865;0.42886;Géocodé au numéro;3631;44.909865, 0.42886
04151A;GROLEJAC AP;Agence postale communale;04270A;;;LIEU DIT LA MOULINE;24250;GROLEJAC;24207;FRANCE;44.814093;1.29481;Géocodé au centre de la commune;3631;44.814093, 1.29481
04158A;LA FORCE BP;Bureau de Poste;;AVENUE DES DUCS DE LA FORCE;;;24130;LA FORCE;24222;FRANCE;44.866803;0.375409;Géocodé au numéro;3631;44.866803, 0.375409
04161A;LAMONZIE SAINT MARTIN BP;Bureau de Poste;;AVENUE DE BERGERAC;;;24680;LAMONZIE ST MARTIN;24225;FRANCE;44.842337;0.381895;Géocodé au numéro;3631;44.842337, 0.381895
04164A;LANQUAIS AP;Agence postale communale;04082A;LIEU DIT LE BOURG;;;24150;LANQUAIS;24228;FRANCE;44.823646;0.670195;Géocodé au numéro;3631;44.823646, 0.670195
04167A;LIMEUIL AP;Agence postale communale;04082A;LE BOURG;;;24510;LIMEUIL;24240;FRANCE;44.885594;0.891057;Géocodé au centre de la commune;3631;44.885594, 0.891057
04174A;MARSAC SUR L ISLE;Bureau de Poste;;ROUTE DE BORDEAUX;;;24430;MARSAC SUR L ISLE;24256;FRANCE;45.184289;0.659862;Géocodé au numéro;3631;45.184289, 0.659862
04176A;MAUZAC ET GRAND CASTANG AP;Agence postale communale;04082A;PLACE DE LA MAIRIE;;;24150;MAUZAC ET GRAND CASTANG;24260;FRANCE;44.86476;0.79798;Géocodé au centre de la commune;3631;44.86476, 0.79798
04178A;MENESPLET BP;Bureau de Poste;;RUE DE LA REPUBLIQUE;;;24700;MENESPLET;24264;FRANCE;45.016711;0.107674;Géocodé au numéro;3631;45.016711, 0.107674
04179A;MENSIGNAC AP;Agence postale communale;04213A;LIEU DIT LE BOURG;;;24350;MENSIGNAC;24266;FRANCE;45.223395;0.556466;Géocodé au centre de la commune;3631;45.223395, 0.556466
04184A;MONBAZILLAC AP;Agence postale communale;04075A;LIEU DIT LE BOURG;;;24240;MONBAZILLAC;24274;FRANCE;44.792894;0.493003;Géocodé au centre de la commune;3631;44.792894, 0.493003
04199A;NONTRON;Bureau de Poste;;AVENUE DU GENERAL LECLERC;;;24300;NONTRON;24311;FRANCE;45.52727;0.660546;Géocodé au numéro;3631;45.52727, 0.660546
04200A;NOTRE DAME DE SANILHAC RP;Relais poste commerçant;04204A;CREE VALLEE SUD;LE BOEUF CANARD;;24660;NOTRE DAME DE SANILHAC;24312;FRANCE;45.1231;0.71377;Géocodé au centre de la commune;3631;45.1231, 0.71377
04206A;PIEGUT PLUVIERS BP;Bureau de Poste;;49 RUE DES ALLIES;;;24360;PIEGUT PLUVIERS;24328;FRANCE;45.624654;0.686736;Géocodé au numéro;3631;45.624654, 0.686736
